"1","1","1","79.6","28.7"
"1","1","2","442.6","72.4"
"1","1","3","942.4","154.2"
"1","1","4","354","57.9"
"1","1","5","35.6","6.4"
"1","1","6","119.1","19.5"
"1","1","7","325.4","60.2"
"1","1","8","692.6","125"
"1","1","9","863.2","141.2"
"1","1","10","180.2","29.5"
"1","1","11","8.4","1.4"
"1","1","12","119.4","19.5"
"1","1","13","157.8","28.4"
"1","1","14","69.1","11.3"
"1","1","15","234.9","38.4"
"1","1","16","67.5","11.1"
"1","1","17","998.5","164.5"
"1","1","18","126","31.6"
"1","1","19","33","5.4"
"1","1","20","182.4","29.9"
"1","1","21","0","0"
"1","2","1","187.4","30.7"
"1","2","2","148.8","38.3"
"1","2","3","818.2","133.9"
"1","2","4","211.4","34.6"
"1","2","5","67.5","11.1"
"1","2","6","234.9","38.4"
"1","2","7","69.1","11.3"
"1","2","8","119.6","22.2"
"1","2","9","1317.7","215.6"
"1","2","10","35.3","5.8"
"1","2","11","206.8","33.8"
"1","2","12","134.3","22"
"1","2","13","35.8","5.9"
"1","2","14","3.8","0.6"
"1","2","15","44.2","7.2"
"1","2","16","6.6","1.1"
"1","2","17","1132.3","185.3"
"1","2","18","8.9","2.3"
"1","2","19","26.3","11.8"
"1","2","20","31.6","14.2"
"1","2","21","8.3","3.7"
"1","2","22","212.4","34.8"
"1","2","23","90","14.7"
"1","2","24","4.5","0.7"
"1","2","25","72.9","11.9"
"1","2","26","37.8","6.2"
"1","2","27","121.9","19.9"
"1","2","28","122","20"
"1","2","29","44.8","20.2"
"1","2","30","0","0"
"1","3","1","44.8","20.2"
"1","3","2","154.4","27.8"
"1","3","3","138.2","40.3"
"1","3","4","93.5","15.3"
"1","3","5","13.8","2.3"
"1","3","6","174.7","28.6"
"1","3","7","473.5","77.5"
"1","3","8","317.7","52"
"1","3","9","15.8","2.6"
"1","3","10","254.2","41.6"
"1","3","11","0","0"
"1","4","1","19.1","3.1"
"1","4","2","169.1","27.7"
"1","4","3","16.5","4.9"
"1","4","4","139.8","22.9"
"1","4","5","40.1","10.3"
"1","4","6","150.2","27"
"1","4","7","32.1","5.8"
"1","4","8","20.5","3.3"
"1","4","9","109.7","17.9"
"1","4","10","214.8","35.1"
"1","4","11","77.9","20"
"1","4","12","40.3","10.4"
"1","4","13","232.2","59.7"
"1","4","14","0","0"
"2","1","1","8.8","3.9"
"2","1","2","45.4","20.4"
"2","1","3","4.6","2.1"
"2","1","4","43.2","7.1"
"2","1","5","102.9","16.8"
"2","1","6","36.2","5.9"
"2","1","7","46.3","7.6"
"2","1","8","217.3","35.6"
"2","1","9","245.4","40.1"
"2","1","10","260.4","42.6"
"2","1","11","140.4","23"
"2","1","12","158.9","26"
"2","1","13","9.4","1.5"
"2","1","14","292.5","47.9"
"2","1","15","1207.9","197.7"
"2","1","16","93.3","15.3"
"2","1","17","425.7","69.7"
"2","1","18","89.8","14.7"
"2","1","19","363.7","59.5"
"2","1","20","514.9","84.3"
"2","1","21","506.7","82.9"
"2","1","22","67.1","11"
"2","1","23","18.4","3"
"2","1","24","392.8","64.3"
"2","1","25","177","29"
"2","1","26","451.3","73.8"
"2","1","27","963.6","157.7"
"2","1","28","166.3","27.2"
"2","1","29","581.2","95.1"
"2","1","30","25.7","4.2"
"2","1","31","60.4","9.9"
"2","1","32","249","40.7"
"2","1","33","127.2","20.8"
"2","1","34","106.4","17.4"
"2","1","35","117.4","19.2"
"2","1","36","74","12.1"
"2","1","37","130.3","21.3"
"2","1","38","15.5","2.5"
"2","1","39","6.8","1.1"
"2","1","40","50","8.2"
"2","1","41","7.1","1.2"
"2","1","42","13.9","2.3"
"2","1","43","381.9","62.5"
"2","1","44","235","38.5"
"2","1","45","215.6","35.3"
"2","1","46","89.3","14.6"
"2","1","47","78.8","12.9"
"2","1","48","154.8","25.3"
"2","1","49","316.7","51.8"
"2","1","50","436.6","71.4"
"2","1","51","115.3","18.9"
"2","1","52","69.6","11.4"
"2","1","53","8.2","1.3"
"2","1","54","54.6","8.9"
"2","1","55","284.8","46.6"
"2","1","56","165.2","27"
"2","1","57","291.6","47.7"
"2","1","58","18.7","4.2"
"2","1","59","0","0"
"2","2","1","18.7","4.2"
"2","2","2","291.6","47.7"
"2","2","3","28.1","4.6"
"2","2","4","17","2.8"
"2","2","5","99.1","16.2"
"2","2","6","11","1.8"
"2","2","7","247.9","40.6"
"2","2","8","201.5","33"
"2","2","9","37.3","6.1"
"2","2","10","213.2","34.9"
"2","2","11","37.4","6.1"
"2","2","12","137.4","22.5"
"2","2","13","111.3","18.2"
"2","2","14","333.2","54.5"
"2","2","15","29.2","4.8"
"2","2","16","117.7","19.3"
"2","2","17","332.3","85.5"
"2","2","18","55.3","14.2"
"2","2","19","134.6","22"
"2","2","20","23","3.8"
"2","2","21","67","11"
"2","2","22","45.7","7.5"
"2","2","23","704.1","115.2"
"2","2","24","122.5","20"
"2","2","25","152.2","24.9"
"2","2","26","199.5","32.6"
"2","2","27","142.9","23.4"
"2","2","28","314.6","51.5"
"2","2","29","345.1","56.5"
"2","2","30","277.3","45.4"
"2","2","31","7.1","1.2"
"2","2","32","71.8","11.8"
"2","2","33","49.4","8.1"
"2","2","34","545.5","89.3"
"2","2","35","685.6","112.2"
"2","2","36","30.6","5"
"2","2","37","379.1","62"
"2","2","38","12.7","2.1"
"2","2","39","189.5","31"
"2","2","40","286.9","49"
"2","2","41","99.1","16.2"
"2","2","42","824.5","134.9"
"2","2","43","357.6","58.5"
"2","2","44","394.8","64.6"
"2","2","45","15.5","2.5"
"2","2","46","19.8","3.2"
"2","2","47","906.5","148.3"
"2","2","48","323","52.8"
"2","2","49","247.5","40.5"
"2","2","50","261.4","43.4"
"2","2","51","110","24.7"
"2","2","52","19.9","5.1"
"2","2","53","0","0"
"2","3","1","19.9","5.1"
"2","3","2","371.4","68.2"
"2","3","3","268.6","43.9"
"2","3","4","237.9","38.9"
"2","3","5","21.4","3.5"
"2","3","6","85.6","14"
"2","3","7","1276.1","208.8"
"2","3","8","15.9","2.6"
"2","3","9","2286.9","374.2"
"2","3","10","1018.4","166.6"
"2","3","11","264.4","43.3"
"2","3","12","137","22.4"
"2","3","13","16.5","2.7"
"2","3","14","23.8","3.9"
"2","3","15","199.1","32.6"
"2","3","16","58.8","9.6"
"2","3","17","39","6.4"
"2","3","18","7.8","1.3"
"2","3","19","401","65.6"
"2","3","20","50.4","8.2"
"2","3","21","64.7","12"
"2","3","22","172.8","28.3"
"2","3","23","491.5","80.4"
"2","3","24","153.1","25.1"
"2","3","25","21.1","3.4"
"2","3","26","89.7","14.7"
"2","3","27","138.3","22.6"
"2","3","28","75","12.3"
"2","3","29","11.2","5"
"2","3","30","23.2","10.4"
"2","3","31","23.7","10.7"
"2","3","32","30.8","13.9"
"2","3","33","3.4","1.5"
"2","3","34","2556.5","1533.9"
"2","3","35","0","0"
"2","4","1","2556.5","1533.9"
"2","4","2","3.4","1.5"
"2","4","3","30.8","13.9"
"2","4","4","23.7","10.7"
"2","4","5","23.2","10.4"
"2","4","6","11.2","5"
"2","4","7","75","12.3"
"2","4","8","138.3","22.6"
"2","4","9","89.7","14.7"
"2","4","10","21.1","3.4"
"2","4","11","153.1","25.1"
"2","4","12","574.9","94.1"
"2","4","13","83.4","13.6"
"2","4","14","130.4","21.3"
"2","4","15","14.4","2.4"
"2","4","16","75.4","12.3"
"2","4","17","17.6","2.9"
"2","4","18","425.7","69.7"
"2","4","19","89.8","14.7"
"2","4","20","363.7","59.5"
"2","4","21","514.9","84.3"
"2","4","22","506.7","82.9"
"2","4","23","67.1","11"
"2","4","24","18.4","3"
"2","4","25","392.8","64.3"
"2","4","26","177","29"
